"","status","age_min","age_max","admin2guid","vaccine_type","activity_parent_code","date"
"14102","Done",0,60,124,"nOPV2",47,"2017-04-21"
"14103","Done",0,60,552,"bOPV",12,"2016-12-03"
"14104","Done",0,60,272,"IPV + bOPV",95,"2023-12-14"
"14105","Done",0,60,533,"bOPV",44,"2018-06-26"
"14106","Done",0,60,30,"nOPV2",38,"2022-05-13"
"14107","Done",0,60,611,"bOPV",19,"2017-06-30"
"14108","Done",0,60,435,"nOPV2",111,"2020-02-01"
"14109","Done",0,60,317,"nOPV2",107,"2019-11-30"
"14110","Done",0,60,514,"bOPV",23,"2017-03-25"
"14111","Done",0,60,724,"bOPV",110,"2022-03-26"
"14112","Done",0,60,179,"bOPV",45,"2018-12-08"
"14113","Done",0,60,663,"nOPV2",77,"2019-03-16"
"14114","Done",0,60,758,"mOPV2",68,"2019-01-26"
"14115","Done",0,60,310,"bOPV",110,"2023-09-29"
"14116","Done",0,60,72,"nOPV2",109,"2019-07-29"
"14117","Done",0,60,712,"bOPV",12,"2019-01-26"
"14118","Done",0,60,608,"nOPV2",97,"2017-04-21"
"14119","Done",0,59,600,"nOPV2",107,"2021-05-07"
"14120","Done",0,60,10,"bOPV",44,"2019-07-12"
"14121","Done",0,60,388,"bOPV",55,"2022-05-13"
"14122","Done",0,60,272,"nOPV2",48,"2021-09-03"
"14123","Done",0,60,668,"nOPV2",55,"2021-05-07"
"14124","Done",0,60,386,"nOPV2",109,"2018-05-09"
"14125","Done",0,60,673,"bOPV",107,"2021-10-08"
"14126","Done",0,60,472,"mOPV2",105,"2023-10-13"
"14127","Done",2,60,520,"nOPV2",95,"2022-03-26"
"14128","Done",0,59,358,"nOPV2",95,"2016-12-16"
"14129","Done",0,60,664,"bOPV",44,"2019-11-30"
"14130","Done",0,60,696,"nOPV2",50,"2019-07-26"
"14131","Done",0,60,95,"bOPV",12,"2016-10-14"
"14132","Done",0,60,371,"mOPV2",80,"2016-05-13"
"14133","Done",0,60,230,"nOPV2",107,"2021-07-30"
"14134","Done",0,60,204,"bOPV",111,"2018-06-26"
"14135","Done",0,60,630,"f-IPV",77,"2023-11-04"
"14136","Done",0,60,566,"bOPV",99,"2018-06-26"
"14137","Done",0,60,270,"bOPV",12,"2017-04-21"
"14138","Done",0,60,268,"bOPV",91,"2018-11-03"
"14139","Done",0,60,491,"nOPV2",43,"2021-05-07"
"14140","Done",0,60,593,"f-IPV",107,"2022-03-26"
"14141","Done",0,60,735,"bOPV",38,"2022-05-13"
"14142","Done",0,60,89,"bOPV",111,"2017-03-25"
"14143","Done",0,60,503,"nOPV2",68,"2017-01-28"
"14144","Done",0,60,219,"bOPV",91,"2023-12-14"
"14145","Done",0,60,1,"bOPV",55,"2023-10-13"
"14146","Done",0,60,220,"nOPV2",26,"2018-04-06"
"14147","Done",0,60,137,"bOPV",19,"2017-01-28"
"14148","Done",0,60,423,"nOPV2",45,"2018-08-31"
"14149","Done",0,60,368,"bOPV",12,"2017-04-21"
"14150","Done",0,60,533,"bOPV",90,"2021-05-07"
"14151","Done",0,60,171,"bOPV",11,"2023-07-16"
"14152","Done",0,60,336,"bOPV",88,"2016-10-14"
"14153","Done",2,60,772,"bOPV",13,"2023-11-04"
"14154","Done",0,60,548,"f-IPV",60,"2019-01-26"
"14155","Done",0,60,617,"f-IPV",20,"2024-03-02"
"14156","Done",0,60,442,"nOPV2",18,"2019-07-12"
"14157","Done",0,60,369,"nOPV2",14,"2017-11-04"
"14158","Done",0,60,142,"nOPV2",14,"2016-07-08"
"14159","Done",0,60,621,"nOPV2",17,"2021-05-07"
"14160","Done",0,60,571,"bOPV",59,"2021-03-13"
"14161","Done",0,60,421,"nOPV2",17,"2022-09-02"
"14162","Done",0,60,210,"mOPV2",68,"2021-09-24"
"14163","Done",0,60,230,"f-IPV",93,"2022-03-26"
"14164","Done",0,60,35,"mOPV2",19,"2021-09-24"
"14165","Done",0,60,4,"nOPV2",89,"2017-03-25"
"14166","Done",0,60,690,"bOPV",19,"2017-04-21"
"14167","Done",0,60,691,"bOPV",111,"2022-01-22"
"14168","Done",0,60,765,"nOPV2",112,"2018-11-03"
"14169","Done",0,60,167,"mOPV2",27,"2023-09-29"
"14170","Done",0,60,770,"IPV",94,"2021-05-07"
"14171","Done",0,60,212,"bOPV",43,"2024-03-02"
"14172","Done",0,60,500,"bOPV",110,"2023-09-29"
"14173","Done",0,60,469,"bOPV",111,"2019-07-29"
"14174","Done",0,60,444,"nOPV2",55,"2020-02-01"
"14175","Done",0,60,76,"bOPV",26,"2023-12-14"
"14176","Done",0,60,386,"nOPV2",91,"2022-01-22"
"14177","Done",0,60,275,"bOPV",29,"2022-11-05"
"14178","Done",0,60,405,"nOPV2",68,"2019-07-12"
"14179","Done",0,60,178,"nOPV2",24,"2020-10-16"
"14180","Done",0,60,764,"bOPV",109,"2019-07-29"
"14181","Done",0,60,615,"nOPV2",42,"2016-05-08"
"14182","Done",0,60,496,"bOPV",86,"2019-07-12"
"14183","Done",0,60,56,"bOPV",64,"2019-01-26"
"14184","Done",0,60,361,"nOPV2",13,"2023-09-29"
"14185","Done",0,60,350,"nOPV2",18,"2018-12-08"
"14186","Done",0,60,371,"nOPV2",26,"2019-05-03"
"14187","Done",0,60,157,"bOPV",47,"2017-06-30"
"14188","Done",0,60,470,"f-IPV",26,"2016-09-16"
"14189","Done",0,60,530,"bOPV",22,"2020-02-01"
"14190","Done",0,60,745,"mOPV2",109,"2016-07-22"
"14191","Done",0,60,293,"nOPV2",55,"2021-09-24"
"14192","Done",0,60,316,"bOPV",17,"2017-04-21"
"14193","Done",0,60,155,"bOPV",55,"2016-07-08"
"14194","Done",0,60,360,"f-IPV",44,"2017-03-25"
"14195","Done",0,60,685,"bOPV",44,"2017-06-30"
"14196","Done",0,60,113,"nOPV2",109,"2021-09-03"
"14197","Done",0,60,474,"nOPV2",26,"2018-12-08"
"14198","Done",0,60,522,"mOPV2",102,"2018-01-20"
"14199","Done",0,60,17,"bOPV",110,"2022-10-07"
"14200","Done",0,60,227,"bOPV",110,"2016-12-03"
"14201","Done",0,60,195,"bOPV",46,"2020-10-16"
"14202","Done",0,60,386,"bOPV",51,"2019-07-12"
"14203","Done",0,60,659,"bOPV",91,"2023-12-14"
"14204","Done",0,60,661,"bOPV",55,"2021-12-08"
"14205","Done",0,60,111,"mOPV2",95,"2019-07-29"
"14206","Done",0,60,731,"mOPV2",6,"2017-10-13"
"14207","Done",0,60,450,"bOPV",29,"2017-03-25"
"14208","Done",0,60,301,"bOPV",109,"2016-05-13"
"14209","Done",0,60,65,"bOPV",22,"2020-02-01"
"14210","Done",0,60,635,"bOPV",77,"2017-03-25"
"14211","Done",0,60,103,"bOPV",18,"2022-05-13"
"14212","Done",0,60,495,"bOPV",17,"2022-01-22"
"14213","Done",0,60,39,"bOPV",107,"2018-10-05"
"14214","Done",0,60,549,"bOPV",11,"2022-01-22"
"14215","Done",0,60,14,"bOPV",16,"2021-04-23"
"14216","Done",0,60,540,"bOPV",19,"2018-06-26"
"14217","Done",0,60,702,"bOPV",106,"2019-07-29"
"14218","Done",0,60,353,"bOPV",26,"2017-03-25"
"14219","Done",0,60,770,"bOPV",95,"2022-03-26"
"14220","Done",2,60,773,"bOPV",93,"2019-07-12"
"14221","Done",0,60,176,"nOPV2",106,"2018-06-26"
"14222","Done",0,60,271,"nOPV2",85,"2017-06-30"
"14223","Done",0,60,611,"nOPV2",54,"2023-09-29"
"14224","Done",2,60,457,"bOPV",111,"2017-04-21"
"14225","Done",0,60,232,"nOPV2",18,"2021-09-03"
"14226","Done",0,60,122,"bOPV",47,"2016-11-12"
"14227","Done",0,60,227,"bOPV",45,"2018-06-26"
"14228","Done",0,60,434,"bOPV",107,"2017-02-25"
"14229","Done",0,60,632,"bOPV",38,"2023-05-12"
"14230","Done",0,59,568,"nOPV2",65,"2020-02-01"
"14231","Done",0,60,739,"bOPV",55,"2023-07-16"
"14232","Done",0,60,95,"bOPV",17,"2019-11-30"
"14233","Done",0,60,629,"nOPV2",28,"2019-07-29"
"14234","Done",0,60,234,"bOPV",65,"2018-04-06"
"14235","Done",0,60,30,"nOPV2",68,"2019-07-12"
"14236","Done",0,60,468,"nOPV2",77,"2023-10-13"
"14237","Done",0,60,334,"bOPV",82,"2023-12-14"
"14238","Done",0,60,390,"nOPV2",10,"2018-06-26"
"14239","Done",0,60,132,"bOPV",16,"2022-05-13"
"14240","Done",0,60,753,"bOPV",82,"2022-03-26"
"14241","Done",0,60,269,"bOPV",18,"2018-11-03"
"14242","Done",0,60,278,"bOPV",93,"2019-07-29"
"14243","Done",0,60,43,"mOPV2",93,"2021-05-07"
"14244","Done",0,60,42,"nOPV2",110,"2017-10-13"
"14245","Done",0,60,690,"f-IPV",12,"2016-05-13"
"14246","Done",0,60,730,"bOPV",111,"2023-12-14"
"14247","Done",0,60,517,"bOPV",43,"2018-06-26"
"14248","Done",0,60,480,"mOPV2",107,"2019-07-29"
"14249","Done",0,60,9,"bOPV",93,"2017-04-21"
"14250","Done",0,60,353,"bOPV",20,"2023-11-04"
"14251","Done",0,60,622,"f-IPV",111,"2019-07-12"
"14252","Done",0,60,359,"f-IPV",55,"2017-10-13"
"14253","Done",0,60,458,"bOPV",11,"2019-01-26"
"14254","Done",0,60,640,"nOPV2",22,"2016-05-13"
"14255","Done",0,60,281,"bOPV",87,"2017-03-25"
"14256","Done",2,60,521,"bOPV",10,"2016-08-26"
"14257","Done",0,60,409,"mOPV2",55,"2019-07-29"
"14258","Done",0,60,409,"bOPV",88,"2018-06-26"
"14259","Done",0,60,94,"bOPV",44,"2016-07-08"
"14260","Done",0,60,677,"nOPV2",26,"2022-05-13"
"14261","Done",0,60,268,"nOPV2",94,"2022-12-17"
"14262","Done",0,60,584,"bOPV",97,"2023-07-16"
"14263","Done",0,60,223,"nOPV2",20,"2018-06-26"
"14264","Done",0,60,600,"nOPV2",17,"2019-07-12"
"14265","Done",0,60,745,"nOPV2",19,"2023-01-20"
"14266","Done",0,60,366,"nOPV2",22,"2023-07-16"
"14267","Done",0,60,21,"bOPV",45,"2021-05-07"
"14268","Done",0,60,271,"IPV + bOPV",54,"2019-07-29"
"14269","Done",0,60,741,"f-IPV",95,"2019-05-24"
"14270","Done",0,60,129,"nOPV2",26,"2016-05-08"
"14271","Done",0,59,18,"nOPV2",38,"2016-05-13"
"14272","Done",0,60,145,"bOPV",95,"2022-10-07"
"14273","Done",0,60,1,"mOPV2",77,"2021-05-07"
"14274","Done",0,60,314,"bOPV",82,"2018-06-26"
"14275","Done",0,60,676,"nOPV2",107,"2020-10-16"
"14276","Done",0,60,638,"bOPV",25,"2021-10-08"
"14277","Done",0,60,252,"nOPV2",112,"2016-12-03"
"14278","Done",0,60,189,"bOPV",99,"2023-12-14"
"14279","Done",0,60,457,"nOPV2",44,"2019-07-29"
"14280","Done",0,60,559,"nOPV2",110,"2021-06-25"
"14281","Done",0,60,609,"bOPV",102,"2019-07-12"
"14282","Done",0,35,451,"bOPV",23,"2018-03-02"
"14283","Done",0,59,224,"bOPV",68,"2016-08-26"
"14284","Done",0,60,13,"f-IPV",12,"2017-01-28"
"14285","Done",0,60,661,"nOPV2",12,"2016-05-13"
"14286","Done",0,60,110,"bOPV",106,"2016-09-16"
"14287","Done",0,60,111,"nOPV2",19,"2019-07-12"
"14288","Done",0,60,484,"nOPV2",11,"2023-09-29"
"14289","Done",0,60,707,"bOPV",77,"2016-08-26"
"14290","Done",0,60,489,"bOPV",47,"2023-11-04"
"14291","Done",0,59,426,"bOPV",18,"2017-01-28"
"14292","Done",0,60,222,"bOPV",106,"2019-06-14"
"14293","Done",0,60,457,"nOPV2",93,"2022-03-26"
"14294","Done",0,60,722,"bOPV",25,"2022-05-13"
"14295","Done",0,60,528,"nOPV2",26,"2019-04-12"
"14296","Done",0,60,613,"bOPV",112,"2018-04-06"
"14297","Done",0,60,676,"bOPV",10,"2021-05-21"
"14298","Done",0,60,623,"nOPV2",64,"2019-07-12"
"14299","Done",0,60,303,"nOPV2",111,"2021-04-23"
"14300","Done",0,60,292,"IPV",77,"2023-05-12"
"14301","Done",0,60,535,"nOPV2",11,"2019-04-12"
"14302","Done",0,60,99,"f-IPV",110,"2019-07-29"
"14303","Done",0,60,213,"nOPV2",1,"2016-11-12"
"14304","Done",0,60,414,"nOPV2",90,"2022-03-26"
"14305","Done",0,60,304,"bOPV",111,"2019-07-29"
"14306","Done",0,60,365,"bOPV",20,"2019-07-29"
"14307","Done",0,59,298,"nOPV2",86,"2023-11-04"
"14308","Done",0,60,758,"bOPV",84,"2021-08-06"
"14309","Done",0,60,641,"bOPV",95,"2021-07-16"
"14310","Done",0,60,736,"bOPV",23,"2021-05-07"
"14311","Done",0,60,714,"nOPV2",65,"2022-03-26"
"14312","Done",0,60,61,"bOPV",64,"2017-06-30"
"14313","Done",0,60,316,"bOPV",45,"2017-11-04"
"14314","Done",0,60,93,"bOPV",26,"2023-11-04"
"14315","Done",0,60,492,"bOPV",90,"2023-09-29"
"14316","Done",0,60,612,"mOPV2",110,"2023-10-13"
"14317","Done",0,60,722,"nOPV2",68,"2018-01-20"
"14318","Done",0,60,756,"nOPV2",38,"2022-10-07"
"14319","Done",0,60,98,"f-IPV",110,"2021-05-07"
"14320","Done",0,60,463,"bOPV",92,"2016-10-14"
"14321","Done",0,60,620,"bOPV",110,"2020-10-16"
"14322","Done",0,60,449,"bOPV",20,"2017-03-25"
"14323","Done",0,60,183,"bOPV",107,"2016-07-22"
"14324","Done",0,60,638,"mOPV2",37,"2017-06-30"
"14325","Done",0,60,759,"bOPV",51,"2023-12-14"
"14326","Done",0,60,611,"bOPV",64,"2022-01-22"
"14327","Done",0,60,733,"bOPV",22,"2018-11-03"
"14328","Done",0,60,589,"f-IPV",14,"2021-09-03"
"14329","Done",0,60,399,"bOPV",11,"2019-11-30"
"14330","Done",0,60,592,"mOPV2",18,"2021-05-07"
"14331","Done",0,60,328,"bOPV",89,"2023-12-14"
"14332","Done",0,60,310,"bOPV",52,"2018-05-09"
"14333","Done",0,60,455,"nOPV2",55,"2018-03-02"
"14334","Done",0,60,183,"nOPV2",111,"2018-06-07"
"14335","Done",0,60,424,"nOPV2",30,"2017-03-25"
"14336","Done",0,60,144,"nOPV2",64,"2022-03-26"
"14337","Done",0,60,581,"bOPV",112,"2019-07-12"
"14338","Done",0,60,746,"nOPV2",107,"2021-05-07"
"14339","Done",0,60,99,"bOPV",107,"2018-03-02"
"14340","Done",0,60,284,"bOPV",46,"2019-12-01"
"14341","Done",0,60,204,"bOPV",109,"2021-05-07"
"14342","Done",0,60,625,"nOPV2",38,"2022-09-02"
"14343","Done",0,60,736,"bOPV",44,"2018-12-08"
"14344","Done",0,60,232,"bOPV",16,"2023-12-14"
"14345","Done",0,60,122,"bOPV",111,"2022-01-22"
"14346","Done",0,60,370,"bOPV",12,"2023-09-29"
"14347","Done",0,60,497,"nOPV2",44,"2017-03-25"
"14348","Done",0,60,656,"bOPV",82,"2022-01-22"
"14349","Done",0,60,201,"nOPV2",18,"2020-02-01"
"14350","Done",0,60,494,"bOPV",54,"2019-11-30"
"14351","Done",0,60,642,"nOPV2",1,"2023-10-13"
"14352","Done",0,60,19,"bOPV",52,"2021-10-08"
"14353","Done",0,60,127,"mOPV2",64,"2023-12-14"
"14354","Done",0,60,348,"f-IPV",110,"2021-07-30"
"14355","Done",0,60,557,"bOPV",20,"2023-09-29"
"14356","Done",0,60,138,"nOPV2",37,"2020-02-01"
"14357","Done",0,60,215,"bOPV",93,"2021-08-06"
"14358","Done",0,60,321,"nOPV2",110,"2022-02-19"
"14359","Done",0,60,677,"bOPV",83,"2020-10-16"
"14360","Done",0,60,383,"bOPV",64,"2017-02-25"
"14361","Done",0,60,767,"nOPV2",26,"2018-04-06"
"14362","Done",0,60,598,"bOPV",54,"2019-05-03"
"14363","Done",0,59,142,"nOPV2",109,"2018-06-26"
"14364","Done",0,60,385,"bOPV",26,"2017-10-13"
"14365","Done",0,60,552,"mOPV2",98,"2021-05-07"
"14366","Done",0,60,659,"bOPV",12,"2017-03-25"
"14367","Done",0,60,68,"bOPV",72,"2023-12-14"
"14368","Done",0,60,726,"nOPV2",111,"2021-05-07"
"14369","Done",0,60,416,"bOPV",38,"2017-04-21"
"14370","Done",2,60,327,"nOPV2",27,"2016-10-14"
"14371","Done",0,60,216,"nOPV2",107,"2023-05-12"
"14372","Done",0,60,495,"mOPV2",17,"2021-12-08"
"14373","Done",0,60,199,"bOPV",106,"2019-06-14"
"14374","Done",0,60,596,"bOPV",65,"2016-07-22"
"14375","Done",0,60,28,"bOPV",72,"2016-08-26"
"14376","Done",0,60,402,"nOPV2",55,"2021-05-07"
"14377","Done",0,60,340,"bOPV",38,"2016-11-12"
"14378","Done",0,60,519,"bOPV",15,"2022-01-22"
"14379","Done",0,60,208,"nOPV2",17,"2021-12-08"
"14380","Done",0,60,405,"bOPV",16,"2022-01-22"
"14381","Done",0,60,454,"nOPV2",92,"2017-02-25"
"14382","Done",0,60,48,"nOPV2",77,"2021-07-30"
"14383","Done",0,60,18,"bOPV",55,"2023-12-14"
"14384","Done",0,60,177,"nOPV2",91,"2019-11-30"
"14385","Done",0,60,202,"bOPV",38,"2018-12-08"
"14386","Done",0,60,568,"bOPV",20,"2016-12-03"
"14387","Done",0,59,360,"bOPV",26,"2018-11-03"
"14388","Done",0,60,129,"bOPV",11,"2021-08-06"
"14389","Done",0,60,541,"nOPV2",17,"2017-04-21"
"14390","Done",0,60,473,"bOPV",100,"2023-10-13"
"14391","Done",0,60,604,"bOPV",44,"2017-01-28"
"14392","Done",0,60,204,"bOPV",91,"2021-07-30"
"14393","Done",0,60,647,"bOPV",72,"2018-06-26"
"14394","Done",0,60,165,"bOPV",91,"2019-12-01"
"14395","Done",0,60,397,"mOPV2",91,"2022-01-22"
"14396","Done",0,60,183,"nOPV2",91,"2022-05-13"
"14397","Done",0,60,297,"nOPV2",14,"2016-12-16"
"14398","Done",0,60,213,"nOPV2",91,"2017-04-21"
"14399","Done",0,60,285,"bOPV",59,"2022-01-22"
"14400","Done",0,60,399,"bOPV",15,"2023-10-13"
"14401","Done",0,60,359,"bOPV",26,"2021-10-08"
"14402","Done",0,60,14,"bOPV",38,"2023-09-29"
"14403","Done",0,60,624,"nOPV2",65,"2020-10-16"
"14404","Done",0,60,570,"nOPV2",107,"2023-09-29"
"14405","Done",0,60,220,"bOPV",87,"2018-08-31"
"14406","Done",0,60,689,"bOPV",106,"2019-07-29"
"14407","Done",0,60,27,"bOPV",26,"2017-04-21"
"14408","Done",0,60,235,"nOPV2",78,"2019-07-12"
"14409","Done",0,60,206,"bOPV",89,"2023-12-14"
"14410","Done",0,60,49,"nOPV2",11,"2016-11-12"
"14411","Done",0,60,1,"nOPV2",89,"2023-07-16"
"14412","Done",0,60,674,"bOPV",103,"2016-11-12"
"14413","Done",0,60,47,"nOPV2",38,"2017-02-25"
"14414","Done",0,60,135,"f-IPV",109,"2023-05-12"
"14415","Done",0,60,625,"bOPV",65,"2021-09-03"
"14416","Done",0,59,214,"nOPV2",103,"2018-04-06"
"14417","Done",0,60,707,"mOPV2",95,"2018-05-25"
"14418","Done",0,60,288,"bOPV",48,"2018-11-03"
"14419","Done",0,59,302,"bOPV",107,"2019-03-16"
"14420","Done",0,60,600,"bOPV",91,"2023-09-29"
"14421","Done",0,60,101,"bOPV",89,"2016-12-03"
"14422","Done",0,60,191,"bOPV",107,"2018-11-03"
"14423","Done",0,60,159,"nOPV2",109,"2017-03-25"
"14424","Done",0,60,147,"nOPV2",47,"2016-12-03"
"14425","Done",0,60,486,"bOPV",37,"2018-11-01"
"14426","Done",0,60,282,"bOPV",15,"2019-07-29"
"14427","Done",0,60,453,"bOPV",20,"2016-08-26"
"14428","Done",0,60,493,"bOPV",43,"2016-11-12"
"14429","Done",0,60,410,"nOPV2",22,"2017-04-21"
"14430","Done",0,59,355,"IPV + bOPV",93,"2019-07-12"
"14431","Done",0,60,394,"nOPV2",18,"2021-09-03"
"14432","Done",0,60,498,"bOPV",42,"2021-08-06"
"14433","Done",0,60,274,"bOPV",109,"2021-09-03"
"14434","Done",0,60,678,"nOPV2",46,"2017-11-04"
"14435","Done",2,60,302,"nOPV2",17,"2020-10-16"
"14436","Done",0,60,142,"nOPV2",111,"2023-12-14"
"14437","Done",0,35,44,"bOPV",106,"2022-05-13"
"14438","Done",0,59,160,"nOPV2",14,"2021-10-08"
"14439","Done",0,60,179,"nOPV2",38,"2023-12-14"
"14440","Done",0,59,78,"f-IPV",91,"2017-01-28"
"14441","Done",0,60,213,"bOPV",112,"2023-12-14"
"14442","Done",0,60,109,"IPV + bOPV",17,"2018-04-06"
"14443","Done",0,60,506,"nOPV2",107,"2024-03-02"
"14444","Done",0,60,675,"nOPV2",91,"2020-12-12"
"14445","Done",0,60,69,"bOPV",106,"2018-06-26"
"14446","Done",0,60,774,"nOPV2",43,"2019-03-16"
"14447","Done",0,60,543,"nOPV2",109,"2020-02-01"
"14448","Done",0,60,554,"bOPV",55,"2020-10-16"
"14449","Done",0,60,410,"bOPV",64,"2021-08-06"
"14450","Done",0,60,740,"bOPV",95,"2018-05-09"
"14451","Done",0,60,719,"IPV + bOPV",22,"2023-11-04"
"14452","Done",0,60,409,"bOPV",77,"2019-04-12"
"14453","Done",0,60,476,"bOPV",107,"2016-05-13"
"14454","Done",0,60,167,"bOPV",106,"2022-01-22"
"14455","Done",0,60,122,"nOPV2",4,"2021-03-13"
"14456","Done",0,60,453,"bOPV",50,"2019-01-26"
"14457","Done",0,60,299,"bOPV",44,"2022-03-26"
"14458","Done",0,60,399,"IPV + bOPV",94,"2023-10-13"
"14459","Done",0,60,127,"mOPV2",65,"2023-12-14"
"14460","Done",0,60,551,"nOPV2",97,"2023-07-16"
"14461","Done",0,60,234,"nOPV2",13,"2017-10-13"
"14462","Done",0,60,255,"nOPV2",107,"2020-02-01"
"14463","Done",0,60,524,"nOPV2",44,"2023-05-12"
"14464","Done",0,60,425,"bOPV",27,"2021-04-23"
"14465","Done",0,60,502,"bOPV",55,"2019-12-01"
"14466","Done",0,60,89,"nOPV2",94,"2018-12-08"
"14467","Done",0,60,226,"nOPV2",95,"2021-07-30"
"14468","Done",0,60,70,"bOPV",47,"2021-12-08"
"14469","Done",0,59,298,"mOPV2",68,"2019-07-12"
"14470","Done",0,60,561,"nOPV2",13,"2019-07-29"
"14471","Done",0,59,682,"bOPV",14,"2018-10-05"
"14472","Done",0,60,375,"bOPV",77,"2021-05-07"
"14473","Done",0,60,584,"bOPV",13,"2023-11-04"
"14474","Done",0,60,396,"bOPV",64,"2020-02-01"
"14475","Done",0,60,534,"bOPV",20,"2023-12-14"
"14476","Done",0,60,498,"bOPV",17,"2017-03-25"
"14477","Done",0,60,332,"mOPV2",22,"2019-07-29"
"14478","Done",0,60,359,"nOPV2",64,"2019-01-26"
"14479","Done",2,59,566,"bOPV",17,"2023-12-14"
"14480","Done",0,60,294,"bOPV",110,"2023-01-20"
"14481","Done",0,60,165,"nOPV2",77,"2018-12-08"
"14482","Done",0,60,424,"bOPV",20,"2022-05-13"
"14483","Done",0,59,769,"nOPV2",20,"2022-01-22"
"14484","Done",0,60,220,"nOPV2",78,"2017-10-13"
"14485","Done",0,60,235,"bOPV",65,"2016-09-16"
"14486","Done",0,60,600,"bOPV",37,"2019-07-29"
"14487","Done",0,60,539,"nOPV2",80,"2022-05-13"
"14488","Done",0,60,616,"nOPV2",26,"2018-11-03"
"14489","Done",0,60,114,"nOPV2",77,"2023-12-14"
"14490","Done",0,60,589,"nOPV2",77,"2020-02-01"
"14491","Done",0,60,241,"nOPV2",11,"2020-02-01"
"14492","Done",2,60,383,"bOPV",93,"2022-03-26"
"14493","Done",0,60,543,"bOPV",15,"2023-12-14"
"14494","Done",0,60,293,"nOPV2",88,"2020-10-16"
"14495","Done",0,60,190,"f-IPV",102,"2021-05-07"
"14496","Done",0,60,27,"bOPV",95,"2024-03-02"
"14497","Done",0,60,206,"bOPV",107,"2021-07-16"
"14498","Done",0,60,417,"bOPV",93,"2022-01-22"
"14499","Done",0,60,421,"nOPV2",110,"2017-06-30"
"14500","Done",0,60,421,"f-IPV",91,"2021-09-24"
"14501","Done",0,60,238,"nOPV2",20,"2022-01-22"
"14502","Done",0,60,126,"bOPV",42,"2017-04-21"
"14503","Done",0,59,634,"nOPV2",37,"2017-02-25"
"14504","Done",0,60,153,"nOPV2",13,"2023-09-29"
"14505","Done",0,60,347,"bOPV",91,"2023-01-20"
"14506","Done",0,60,431,"bOPV",41,"2019-11-30"
"14507","Done",0,60,261,"nOPV2",22,"2018-04-06"
"14508","Done",0,60,599,"bOPV",22,"2019-07-29"
"14509","Done",0,60,419,"nOPV2",44,"2020-10-16"
"14510","Done",0,60,309,"nOPV2",17,"2022-09-30"
"14511","Done",0,60,105,"IPV + bOPV",91,"2019-07-29"
"14512","Done",0,60,335,"IPV",43,"2019-01-26"
"14513","Done",0,60,500,"bOPV",41,"2016-12-16"
"14514","Done",0,60,23,"mOPV2",85,"2018-04-06"
"14515","Done",0,60,543,"bOPV",109,"2016-09-16"
"14516","Done",0,60,551,"bOPV",88,"2017-03-25"
"14517","Done",0,60,730,"bOPV",26,"2022-01-22"
"14518","Done",0,60,472,"bOPV",38,"2022-03-26"
"14519","Done",0,60,28,"nOPV2",18,"2017-03-25"
"14520","Done",0,60,580,"bOPV",106,"2020-10-16"
"14521","Done",0,60,720,"nOPV2",18,"2021-08-06"
"14522","Done",0,60,75,"bOPV",89,"2023-12-14"
"14523","Done",0,60,556,"nOPV2",107,"2016-09-16"
"14524","Done",0,60,617,"nOPV2",57,"2022-07-01"
"14525","Done",0,60,610,"nOPV2",106,"2020-10-16"
"14526","Done",0,60,102,"f-IPV",64,"2017-02-25"
"14527","Done",0,60,29,"nOPV2",26,"2022-02-19"
"14528","Done",0,60,593,"nOPV2",16,"2017-02-25"
"14529","Done",0,35,550,"nOPV2",19,"2021-09-03"
"14530","Done",0,60,148,"bOPV",97,"2021-07-30"
"14531","Done",0,60,664,"nOPV2",38,"2017-01-28"
"14532","Done",0,60,702,"nOPV2",17,"2020-10-16"
"14533","Done",0,60,95,"bOPV",12,"2020-02-01"
"14534","Done",0,60,20,"IPV + bOPV",84,"2022-03-26"
"14535","Done",0,60,83,"bOPV",110,"2017-03-25"
"14536","Done",0,60,589,"bOPV",12,"2021-09-03"
"14537","Done",0,60,712,"bOPV",26,"2017-04-21"
"14538","Done",0,60,254,"bOPV",48,"2016-07-22"
"14539","Done",0,59,145,"bOPV",112,"2023-09-29"
"14540","Done",0,59,259,"nOPV2",59,"2018-06-26"
"14541","Done",0,60,295,"nOPV2",20,"2016-12-03"
"14542","Done",0,60,532,"nOPV2",20,"2023-07-16"
"14543","Done",0,60,132,"mOPV2",22,"2020-02-01"
"14544","Done",0,60,574,"nOPV2",68,"2019-07-29"
"14545","Done",0,60,278,"bOPV",68,"2017-10-13"
"14546","Done",0,60,366,"bOPV",30,"2019-04-26"
"14547","Done",0,60,498,"bOPV",41,"2016-07-22"
"14548","Done",0,60,690,"f-IPV",12,"2023-12-14"
"14549","Done",0,60,31,"nOPV2",108,"2023-11-04"
"14550","Done",0,60,695,"bOPV",68,"2022-12-17"
"14551","Done",0,60,494,"nOPV2",20,"2016-12-16"
"14552","Done",0,60,245,"nOPV2",45,"2019-07-29"
"14553","Done",0,60,195,"bOPV",17,"2022-05-13"
"14554","Done",0,59,474,"bOPV",11,"2017-04-21"
"14555","Done",0,60,527,"nOPV2",47,"2017-04-21"
"14556","Done",0,60,613,"bOPV",55,"2018-11-03"
"14557","Done",0,60,84,"nOPV2",109,"2022-07-29"
"14558","Done",0,60,178,"bOPV",105,"2023-09-29"
